postId,pageName,text,title,subtitle,stars,source,date,latitude,longitude,Brand,Sub-Category
RY9M8SC4ZZL9G,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"The boots are as comfortable as Crocs slippers, keep your feet warm and dry and you can walk very well with them - even longer distances. Always put them on for a dog walk for approx. 5-10 km. Clear recommendation!", Very comfortable,,5,Amazon Review,2023-12-04T00:00:00.000Z,,,crocs,Boots
R3CN5AHB9KA7VM,Crocs Women's Classic Neo Puff Shorty Boot W Snow,The size selection is very difficult because the double sizes are very unfavorable for me. I wear 38 and therefore the boots are too small in 37/38 and much too big in 38/39., dissatisfied,,1,Amazon Review,2023-12-02T00:00:00.000Z,,,crocs,Boots
R3MIV63UY7L9Q9,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"After extensive testing in rain, snow and mud, I can only give it 5 stars. I ordered shoe size 39 but 41/42 and put in a warm sole. This makes it a great fit, I can move my toes well and I haven't had any cold or wet feet so far. Of course, they always have to be dried thoroughly, as with any closed rubber shoe. The profile is also great!!!", Super ankle boots,,5,Amazon Review,2023-11-30T00:00:00.000Z,,,crocs,Boots
R2Q58795SQ296M,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Since there is only 39/40 size - ok with an additional insole!, Good value for money/fast service!,,5,Amazon Review,2023-11-30T00:00:00.000Z,,,crocs,Boots
R3U2SM717F4OIC,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"I've already bought a lot of Crocs. I'm very disappointed for the first time. They don't really keep you warm. And that at plus degrees. Much too tight despite the larger size ordered. In addition, my feet hurt after just a few minutes. I've never had that before with this brand, which is why I really liked this brand. Go back. Unfortunately costs include shipping.", Unfortunately disappointing,,2,Amazon Review,2023-11-29T00:00:00.000Z,,,crocs,Boots
R2LMH6Y6Z2THV1,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Perfect for grubby weather. The size is just right. I had to insert a sole because my feet are rather narrow. Otherwise everything is perfect, For relatively wide feet,,5,Amazon Review,2023-11-26T00:00:00.000Z,,,crocs,Boots
R3UKPZSFCVZ143,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"I bought the boots because they are simply practical when I'm out and about with my two dogs. I have normal feet, tending towards 42. I ordered 41/42 and was already worried whether they would fit, as it is often better to buy bigger. I have to say they're a perfect fit for me. I would buy again, but only at an offer price of around 35 euros. They can be cleaned quickly, as we are out and about in any weather.", Very nice boots for my purpose,,5,Amazon Review,2023-11-24T00:00:00.000Z,,,crocs,Boots
R3VN1X4A4FXN50,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Great warm boots with a dusty bed, Great boots.,,5,Amazon Review,2023-11-20T00:00:00.000Z,,,crocs,Boots
R15UOAACB3S73J,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Very warm and stable., It shouldn't be smaller.,,4,Amazon Review,2023-11-18T00:00:00.000Z,,,crocs,Boots
R36RE3EM3AN8YB,Crocs Women's Classic Neo Puff Shorty Boot W Snow,I use them for walks and dog walks in autumn/winter on wet forest soil. I'm very satisfied., Waterproof warm comfortable,,5,Amazon Review,2023-11-15T00:00:00.000Z,,,crocs,Boots
R2D0AOMMP26KO8,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Do I only wear, My favorite shoe,,5,Amazon Review,2023-11-11T00:00:00.000Z,,,crocs,Boots
R3KVFRWR2NPFNM,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"... if you have wide feet with a high tension/back of your foot.
The shoes are super comfy.", Order larger numbers...,,5,Amazon Review,2023-11-10T00:00:00.000Z,,,crocs,Boots
R1DZ01HI5IKF36,Crocs Women's Classic Neo Puff Shorty Boot W Snow,"I had only ordered it in its actual size. But they are a bit smaller. But my daughter was happy to 'inherit' the smaller one. It is super comfortable and waterproof, even during long walks with the dog.", It is a bit smaller. So order a larger size! Otherwise super comfortable and waterproof!,,5,Amazon Review,2023-11-07T00:00:00.000Z,,,crocs,Boots
RKYEM21UTIDKI,Crocs Women's Classic Neo Puff Shorty Boot W Snow,Returns as faults, Resi,,1,Amazon Review,2023-11-02T00:00:00.000Z,,,crocs,Boots
RK52XZTHL89FY,Crocs Women's Classic Neo Puff Shorty Boot W Snow,I had to return these because they run at least a size too small., Cute but runs small,,3,Amazon Review,2023-10-30T00:00:00.000Z,,,crocs,Boots
R4CRHHEZUXI4X,Crocs Women's Classic Neo Puff Shorty Boot W Snow,I ordered those for Friend through Amazon and she is happy with them, Loves it,,5,Amazon Review,2023-10-24T23:00:00.000Z,,,crocs,Boots
R2STMIU51FMBQ3,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Absolutely love my croc wellies! Just had to repurchase when they got covered in flood water. They are so lightweight and comfortable.,"5.0 out of 5 stars
 Love love love!",,5,Amazon Review,2024-03-16T00:00:00.000Z,,,crocs,Boots
R3NMPYUD719M8O,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I ordered these as needed overnight delivery, which was great.
I had read the reviews, so sized up (I'm usually a 6/39, but got the size 7/40). They are a narrow fit, so I won't be wearing them with thick socks, but would say they'll be grand for walking the dog in longish, wet grass.
I was expecting really soft feeling, comfy boots as everyone raves about Crocs, but these are just ""grand"".","4.0 out of 5 stars
 Grand, light boots but narrow",,4,Amazon Review,2023-09-04T23:00:00.000Z,,,crocs,Boots
RQM42WP7I356X,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Bought theses as a present for daughter. They were too tight, but cannot return as outside the return window. She is typical size 4, got size 5, the fit is very tight.","1.0 out of 5 stars
 Beware of return window",,1,Amazon Review,2023-06-20T23:00:00.000Z,,,crocs,Boots
R1D2DX4MNN49W8,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I actually had high hopes when I saw all the reviews complaining these boots were too narrow - as a narrow footed person I've always struggled with wellies, and Hunters 'refined' fit boots are crazy expensive for not great quality. Anyway, these Chelsea style wellies look great and feel solid, they are just still too wide for me. My feet were rattling around. Absolutely baffled anyone would call these narrow haha. Anyway, free returns and all that :).","3.0 out of 5 stars
 Look cute but too wide",,3,Amazon Review,2023-05-10T23:00:00.000Z,,,crocs,Boots
R2N9MGAHNNS8S,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Lightweight,"4.0 out of 5 stars
 i was taking size 6, but it's a little bit small",,4,Amazon Review,2023-01-24T00:00:00.000Z,,,crocs,Boots
RA7EDSL1SQSRJ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,A bit difficult to wear. Adding an insole will make it more comfortable for long time wear,"3.0 out of 5 stars
 Difficult to wear",,3,Amazon Review,2023-01-16T00:00:00.000Z,,,crocs,Boots
R7ZS10BXT4248,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,bought these for my mother in law and she absolutely loves them. they are comfy as would be expected from Crocs. they are light weight and waterproof. she normally wears a 5-5.5 so I got the 6 and they fit perfectly!,"5.0 out of 5 stars
 great for the winter",,5,Amazon Review,2022-12-23T00:00:00.000Z,,,crocs,Boots
R1EHVUCRJHMK65,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Wanted as a gift for mother with plantar fasciitis who really loves crocs sandals. Thought they’d be great for winter dog walks.
Having read other reviews I ordered up a size. They arrived and were still extremely narrow. They have absolutely zero cushioning and contour, unlike the clogs or sandals, the material was tough and would clearly rub and be uncomfortable. Huge disappointment.","1.0 out of 5 stars
 Dreadful, narrow, hard, uncomfortable and small.",,1,Amazon Review,2022-12-17T00:00:00.000Z,,,crocs,Boots
R19DEJRCZ0ZGIQ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Looks smart, ideal for rainy days, when you're out and about a lot, I take a size 6 but I ordered a 7, the fit is quite snug, especially if you're wearing winter socks.","5.0 out of 5 stars
 Great boot",,5,Amazon Review,2022-11-20T00:00:00.000Z,,,crocs,Boots
R2HPJXK9J4UF1S,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Lovely rain boots but if you wear croc clogs buy next size up,"5.0 out of 5 stars
 Smaller than croc clogs",,5,Amazon Review,2022-10-25T23:00:00.000Z,,,crocs,Boots
R2I3G7W6F94K7H,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Theses are so different in style nothing like the usual crocs, they are a small fit and narrow.","3.0 out of 5 stars
 Small in size.",,3,Amazon Review,2019-01-16T00:00:00.000Z,,,crocs,Boots
R1RDMT7T1WH0YS,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"The top of the boot is loose fitting and the material the crocs are made of is so ridged with no give it causes rub. The fitting of the boot by the ankle feels quite narrow, therefore the join between the boot and the elastic causes another rub. Unlike any other Crocs I have bought these have a join line running from top to toe which makes them look a bit more like wellies than Chelsea boots, somehow the join makes them look less finished.","3.0 out of 5 stars
 Top of boots loose fitting causes rub",,3,Amazon Review,2019-01-13T00:00:00.000Z,,,crocs,Boots
R3J5OJ35YX6OM3,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I love Crocs wellies, they are my preferred boots. I own Le Chameau, Hunter, Ugg wellies and none compare with Crocs which are light to wear and so comfortable. I bought these Crocs Chelsea boots wanting them for dog walks around the village when it's wet. They're great, look smart and a perfect fit.","5.0 out of 5 stars
 Great waterproof boots",,5,Amazon Review,2019-01-08T00:00:00.000Z,,,crocs,Boots
R13WPF6WAJBX3L,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Slightly tight (I have high arches), and the side panels aren't waterproof ... but are soooo comfortable to walk in so actually I would buy again","3.0 out of 5 stars
 Not perfect, but worth a shot",,3,Amazon Review,2019-01-03T00:00:00.000Z,,,crocs,Boots
R2YGCNBXIKJIXT,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Little bit hard to get on and off but once on very comfortable.,"4.0 out of 5 stars
 Very comfortable",,4,Amazon Review,2018-12-30T00:00:00.000Z,,,crocs,Boots
R2BFFJUR57TULC,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I have several shoes from crocs but this is too tight..... My little boy made some castle with the box so I couldn't chañge the size. I recommend 1~2 more than normal size. As you know, crocs makes quite nice quility shoes.","4.0 out of 5 stars
 weird size",,4,Amazon Review,2018-12-13T00:00:00.000Z,,,crocs,Boots
RNRQ8JIKYQC,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Love them ...,"5.0 out of 5 stars
 Lovely pair of wellies ...",,5,Amazon Review,2018-12-07T00:00:00.000Z,,,crocs,Boots
R195EW83A3IPVJ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I bought this as I work in a brewery and full size wellies are too clunky for the work I do. They were uncomfortable the first day but have got better with time - could still do with a cushioned insole which I will do if I can fit one in. If I was buying again I would have bought one size up to fit an insole.

Fully waterproof and the non slip is excellent.

I am a guy, but couldn't find a similar style in men's (maybe I didn't look hard enough) so just bought these and figured it wouldn't matter much. Sizing was fine, but they definitely are a women's style which doesn't bother me but might bother others!","4.0 out of 5 stars
 Fit for purpose",,4,Amazon Review,2018-11-20T00:00:00.000Z,,,crocs,Boots
R3G4KA3UM8DX9U,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Love these boots. Got the size 7, a size larger than my regular shoe size as others said they came up small. They are a comfy boot and great with a comfy pair of socks. Brilliant for slipping on for muddy dog walks. Brilliant","5.0 out of 5 stars
 Love these",,5,Amazon Review,2018-11-07T00:00:00.000Z,,,crocs,Boots
R1B72OWLOO44ZA,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I am a size 51/2, ordered size 6, quite a tight fit, arrived on time and look good","4.0 out of 5 stars
 Crocs",,4,Amazon Review,2018-11-05T00:00:00.000Z,,,crocs,Boots
RPABMGWQO8J5H,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,The sole split after 12 months.,"2.0 out of 5 stars
 Not very robust",,2,Amazon Review,2022-10-11T23:00:00.000Z,,,crocs,Boots
REEJ24M5C64F8,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Definitely on the small side although I had no problems getting them on & I usually struggle due to high instep. Quite thick rubber - definitely waterproof but not convinced they'd be warm.,"3.0 out of 5 stars
 Returned as too small",,3,Amazon Review,2022-09-22T23:00:00.000Z,,,crocs,Boots
R465YVLG26EQP,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I own several pairs of croc sandals (size 5) and one pair of snow boots (size 6) which I love so decide to buy these Chelsea boots in size 6 for wearing to skirts in winter when I walk the dog.

Greatly disappointing. Hard to put on, too small once on, not at all comfortable and cushioned as I would expect from crocs branded soles, and I almost dislocated myself getting them off again! Such a shame.","1.0 out of 5 stars
 Not the usual comfort of crocs",,1,Amazon Review,2022-08-09T23:00:00.000Z,,,crocs,Boots
R1BPX5DRG9Z2ZB,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Love them,"5.0 out of 5 stars
 Sooooooo comfortable",,5,Amazon Review,2022-05-31T23:00:00.000Z,,,crocs,Boots
R2823F0MCNGFGV,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"They look great, lightweight, but not wide enough.","3.0 out of 5 stars
 Not wide enough",,3,Amazon Review,2022-05-29T23:00:00.000Z,,,crocs,Boots
R1UEBADDBNBAZ7,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I had to return them because way too small and too tight,"4.0 out of 5 stars
 Way too small",,4,Amazon Review,2022-04-18T23:00:00.000Z,,,crocs,Boots
R3KHTAQR934IFQ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Looks good so far only worn around the house hopefully will find out tomorrow when i go somewhere wet and boggy,"5.0 out of 5 stars
 I had to buy a 7 even though im a 6 i found this with all croc boots",,5,Amazon Review,2022-03-19T00:00:00.000Z,,,crocs,Boots
R1BFC4CY3RZDSO,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,These ‘wellies’ are easy to slip on and off and are extremely comfortable. The reviews advised to go a half or full size larger. I’m a 5.5 and I ordered a 6 which fit perfectly.,"5.0 out of 5 stars
 So so comfy!",,5,Amazon Review,2022-01-30T00:00:00.000Z,,,crocs,Boots
R2F8R63HPQOU8L,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I bought the size up to wear thick socks with when walking the dog but when I tried them on when they came they were far too tight sent them straight back.,"1.0 out of 5 stars
 Tight fitting",,1,Amazon Review,2022-01-10T00:00:00.000Z,,,crocs,Boots
RJ5ZFU7W2B5Q1,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,These are great but you definitely need to by bigger im normally a 5 or 5.5 the size are perfect,"5.0 out of 5 stars
 Great wellies",,5,Amazon Review,2022-01-06T00:00:00.000Z,,,crocs,Boots
R18BW3X7G4WGZ5,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I loved these when they arrived . Try getting your foot in them is a disaster and they are far too tight around the foot. They are just too narrow. I thought with them being rubber there would be some give but absolutely none what so ever . I have not worn them since because they hurt . I always wanted a pair of good ankle wellies and these wellies tick all the boxes except you can’t get your foot in them and when you do manage too they hurt all day and squash them.,"1.0 out of 5 stars
 These hurt your feet goodstyle",,1,Amazon Review,2021-12-31T00:00:00.000Z,,,crocs,Boots
R2930SPJN2NE93,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,NORMALLY HAVE 5 OR 5.5. ORDERED SIZE 6 BUT THESE WERE VERY TIGHTAT TOES SO I HAD TO ORDER SIZE 7,"5.0 out of 5 stars
 SIZE COMES UP SMALL",,5,Amazon Review,2021-12-29T00:00:00.000Z,,,crocs,Boots
R16DHEYM37W0JD,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Ordered size 4 and they were way too small.,"3.0 out of 5 stars
 Not the right size",,3,Amazon Review,2021-12-14T00:00:00.000Z,,,crocs,Boots
R2ZC79LCSAU2PF,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"They are lightweight, rainy weather boots that are comfortable even though they are made from a rubber-like material. I have not had a problem with water leaking in and they had not had any visible signs of wear and tear even after wearing them for months. They also hold back the chill quite well. I can walk in them for miles and they are still comfortable. They fit true to size.","5.0 out of 5 stars
 comfortable and work well",,5,Amazon Review,2021-12-03T00:00:00.000Z,,,crocs,Boots
R1LZPTQG14YL69,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,The fit,"3.0 out of 5 stars
 Probably need to order a bigger size",,3,Amazon Review,2021-11-20T00:00:00.000Z,,,crocs,Boots
R5L7PB2Y8QEMU,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I bought these for my sister as a gift and whilst they took weeks to arrive (but arrived on date specified), she is pleased with them. Says they are difficult to get on, but once on, they are comfortable. Very useful when you don't want to wear full wellies and summer crocs are not enough. All in all, a good purchase.","4.0 out of 5 stars
 Good boots",,4,Amazon Review,2021-11-11T00:00:00.000Z,,,crocs,Boots
R1SYGUI39LIRQE,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I ordered these in a size 5 but they were far too small. I wear a size 5 in all other crocs that I own so was surprised that these were so small. I re ordered them in a size 6 and they are now a perfect fit. Very comfortable and 100% waterproof.,"4.0 out of 5 stars
 Comfortable once you get the right size",,4,Amazon Review,2021-11-06T00:00:00.000Z,,,crocs,Boots
R3CRP258MDNIG1,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,They are very comfortable,"5.0 out of 5 stars
 They are perfect",,5,Amazon Review,2021-09-26T23:00:00.000Z,,,crocs,Boots
RIDW3A7735TQK,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Very comfortable looks great!,"5.0 out of 5 stars
 Great boots",,5,Amazon Review,2021-09-26T23:00:00.000Z,,,crocs,Boots
RGIRXRNDA6V5L,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I have shopped around and I think Crocs are so basic, ugly and far too expensive.

I looked at welly reviews and have found a great pair for the same money with Comfort and style","2.0 out of 5 stars
 Not impressed",,2,Amazon Review,2021-06-13T23:00:00.000Z,,,crocs,Boots
R2697188PBSVWE,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,They are very comfortable and quite lightweight an are a great fit. Overall i think they are worth the price.,"3.0 out of 5 stars
 Worth their price",,3,Amazon Review,2021-06-07T23:00:00.000Z,,,crocs,Boots
RO7ZQYN9BGNJ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Love them so comfortable,"5.0 out of 5 stars
 Perfect",,5,Amazon Review,2021-03-28T00:00:00.000Z,,,crocs,Boots
RLM1ULGSM7HEX,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Fitted great. I ordered my size and if was perfect,"5.0 out of 5 stars
 Liked them very much",,5,Amazon Review,2021-02-26T00:00:00.000Z,,,crocs,Boots
REPER6HO574KW,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,No not warm at all,"4.0 out of 5 stars
 Okay",,4,Amazon Review,2021-02-14T00:00:00.000Z,,,crocs,Boots
R156S7QEH5SYNU,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I’ve not gone on a plod yet with them, but tried them on and they fit nicely and are nice and neat and very comfy.","5.0 out of 5 stars
 Very comfy and practical",,5,Amazon Review,2021-01-29T00:00:00.000Z,,,crocs,Boots
REA98G8L2VLWV,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Waterproof and confortable at a great price.,"5.0 out of 5 stars
 Great boots",,5,Amazon Review,2021-01-29T00:00:00.000Z,,,crocs,Boots
R1OFR7KQQBPCVR,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Road tested ,and they are a good buy","5.0 out of 5 stars
 Crocabobs",,5,Amazon Review,2021-01-24T00:00:00.000Z,,,crocs,Boots
R3T8T13KKV120Z,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"These boots are very narrow making them not very comfortable at all, other wellibobs are much more comfortable","3.0 out of 5 stars
 Not for wide feet!",,3,Amazon Review,2021-01-03T00:00:00.000Z,,,crocs,Boots
R4GG3H7V1RM1P,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"There is absolutely no flex in the boot, sent back straight away","1.0 out of 5 stars
 Hard plastic",,1,Amazon Review,2020-12-27T00:00:00.000Z,,,crocs,Boots
R342RVZKJXYQ8Z,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Look really cheap. Material quite thin and uncomfortable. Very small. I could have gone up a size or two.,"1.0 out of 5 stars
 Meh!",,1,Amazon Review,2020-12-22T00:00:00.000Z,,,crocs,Boots
R11RDIJWRQL788,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I expected the comfort of normal crocs but these have quite tough soles.
The grip on these shoes is not great either, stepped outside on wet ground and almost went flying!
One thing i do like is that the shoes are very light which is good ??","2.0 out of 5 stars
 Not particularly comfy",,2,Amazon Review,2020-12-16T00:00:00.000Z,,,crocs,Boots
R3IFBYUTWL2TJP,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Play Video
Amazing product,very casual,confortable,long lastig like all the Crocs products,easy to clean. I reccommend it!","5.0 out of 5 stars
 Buy it buy it!",,5,Amazon Review,2020-12-12T00:00:00.000Z,,,crocs,Boots
R16R7JVSBZXKWH,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Great little weellies for going to the park an wearing in the wetter weather keeps feet dry an warm feel hard at first when wearing then they are completely fine look more like a leather Chelsea boot,"5.0 out of 5 stars
 Lovely boots",,5,Amazon Review,2020-11-22T00:00:00.000Z,,,crocs,Boots
R1JZX94B14WBOH,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Light weight and comfortable for dog walking,"5.0 out of 5 stars
 Light weight",,5,Amazon Review,2020-11-09T00:00:00.000Z,,,crocs,Boots
RW5T79H1H3ZZK,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"A might difficult to pull on, but then i am disabled.(a zip would help).But once on i wore them all day, so comfortable.","4.0 out of 5 stars
 Sturdy but stylish",,4,Amazon Review,2020-11-08T00:00:00.000Z,,,crocs,Boots
R3D2QW2OEPIUSS,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,These are awful they are rock hard and so uncomfortable - my usual size literally squeezes my feet so much that after a few hours my feet were bruised. They are absolutely dire! To make it worse one of them had a hole in and Amazon refused a refund - total waste of money! Shocking! Major disappointment for a well known brand like Crocs!,"1.0 out of 5 stars
 Awful !!!",,1,Amazon Review,2020-11-03T00:00:00.000Z,,,crocs,Boots
R1ZBNG1B5PLAV9,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I've received two different size shoes so won't even have the chance to try them out. One shoe fits well the other is too small. I'm disappointed really.,"2.0 out of 5 stars
 Received two different shoe sizes",,2,Amazon Review,2020-10-30T00:00:00.000Z,,,crocs,Boots
R2FQZPKX6ANAQA,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I had read the other reviews and seen that the fit was a bit snug; I’m usually at the top end of a size 4 so I ordered a 5 and they’re perfect.

I bought thicker walking socks to wear with these and they were very comfortable when I wore them together - no rubbing at the ankles or pinching.","4.0 out of 5 stars
 Definitely order a size up",,4,Amazon Review,2020-10-20T23:00:00.000Z,,,crocs,Boots
R2ICS04F6F5AC0,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,all good,"5.0 out of 5 stars
 all good",,5,Amazon Review,2020-10-17T23:00:00.000Z,,,crocs,Boots
RB567WKZ5ZRKE,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Nice looking boot however not the comfiest pair of crocs I have.
They are quite roomy width and length however quite tight in the top of the foot.
Also as the top of the boot is gapes open, a lot of stones get in!","4.0 out of 5 stars
 Not as comfortable as expected",,4,Amazon Review,2020-10-07T23:00:00.000Z,,,crocs,Boots
R3U2KGRAE7MGP6,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Lovely looking boots, however the material is quite hard plastic and not very flexible or bendy. So I have returned them.","1.0 out of 5 stars
 Nice to look at but very hard material",,1,Amazon Review,2020-09-12T23:00:00.000Z,,,crocs,Boots
R3PCMDOUZ4MXHM,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Love the look and idea of this boot but not good for someone who has wide feet or bunions! Definitely for slim footed people,"4.0 out of 5 stars
 Light Weight",,4,Amazon Review,2020-05-02T23:00:00.000Z,,,crocs,Boots
R3A82LZRVWQD8O,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Bought for walking the dog and they are really comfy we walk the dogs lots so some times out for hours they don’t hurt your feet and really durable great buy for the price,"5.0 out of 5 stars
 Great product",,5,Amazon Review,2020-02-23T00:00:00.000Z,,,crocs,Boots
RY3EE7AY6CSH4,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Very rigid and uncomfortable to wear. Hard to put on and off.,"2.0 out of 5 stars
 Rigid feel",,2,Amazon Review,2020-02-02T00:00:00.000Z,,,crocs,Boots
R2UVU9VN1WGW13,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Great product at sale price but wouldn’t be that keen to keep full price!
Light and waterproof but a little tight around ankles and heel","5.0 out of 5 stars
 Lightweight boot",,5,Amazon Review,2020-01-15T00:00:00.000Z,,,crocs,Boots
R2ZM9I4S3IGUJF,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,To hard to get off once on.,"3.0 out of 5 stars
 Comfy",,3,Amazon Review,2019-12-19T00:00:00.000Z,,,crocs,Boots
R1XZRPETF5LYD0,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"I was surprised at these boots i thought they would be soft like the shoes but the are like putting your feet in a block of hard plastic, i am hoping they will soften after awhile because at the moment i can only wear them for about 45mins cos they are so uncomfortable and very narrow, i dont regret buying them but i would not recommend them unles you have very thin feet","3.0 out of 5 stars
 Very strange boots",,3,Amazon Review,2019-11-19T00:00:00.000Z,,,crocs,Boots
R28IOW9M29OGUP,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,I like it.,"5.0 out of 5 stars
 Very good qualiry.",,5,Amazon Review,2019-11-18T00:00:00.000Z,,,crocs,Boots
R2CAFIOG1EBIME,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Not worth the money looked cheap,"1.0 out of 5 stars
 Too expensive for what they are",,1,Amazon Review,2019-11-08T00:00:00.000Z,,,crocs,Boots
R3PADL5W655596,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,A bit too hard but does keep your feet dry. Happy with the purchase.,"4.0 out of 5 stars
 Good quality",,4,Amazon Review,2019-11-02T00:00:00.000Z,,,crocs,Boots
R18W87BCY50BGZ,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,Good,"4.0 out of 5 stars
 Size",,4,Amazon Review,2019-10-25T23:00:00.000Z,,,crocs,Boots
R3V4ETJBKC9ETB,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,The boots are well made and very light and strong. The sizing is disappointing. I'm a 4 in a shoe and 5 in a boot because I allow for a sock. But I'm really wishing I'd ordered size 6 !! I'd pulled the tag off without properly checking for fit. So definitely order at least 1 size larger maybe 2,"5.0 out of 5 stars
 Well made and pretty",,5,Amazon Review,2019-10-23T23:00:00.000Z,,,crocs,Boots
R3TEPBACN33RRY,Crocs Unisex's Freesail Mt Chelsea Bt W K Water Shoe,"Love these boots! Light weight and comfortable.
If I had to moan about anything, I wish the floral side panels were water proof.
Apart from that brilliant.","5.0 out of 5 stars
 Good generous size, brilliant boots",,5,Amazon Review,2019-10-23T23:00:00.000Z,,,crocs,Boots
